Q,clip,W,D,snr_db,ber,n_errors,n_bits,ci_low,ci_high
6,2.5,12,48,5.0,5.016724268595377e-07,101,201326592,3.0288127908465253e-07,7.004635746344229e-07
6,2.5,12,48,5.5,2.9802322387695312e-08,6,201326592,0.0,7.110612888642468e-08
6,2.5,12,64,4.0,1.683831214904785e-05,565,33554432,1.3573811652390169e-05,2.0102812645705534e-05
6,2.5,12,64,4.5,4.3710072835286456e-06,440,100663296,3.435584561283174e-06,5.306430005774117e-06
6,2.5,12,64,5.0,4.917383193969727e-07,99,201326592,2.8638027857836617e-07,6.970963602155792e-07
6,2.5,12,64,5.5,5.463759104410807e-08,11,201326592,0.0,1.1697441949733122e-07
6,3.0,12,24,4.0,5.3375959396362305e-05,1791,33554432,4.82919392865756e-05,5.845997950614901e-05
6,3.0,12,24,4.5,8.419156074523926e-06,565,67108864,7.107095274262158e-06,9.731216874785693e-06
6,3.0,12,24,5.0,1.3063351313273113e-06,263,201326592,1.0264264340689817e-06,1.5862438285856408e-06
6,3.0,12,24,5.5,1.4901161193847656e-07,30,201326592,4.598339830917535e-08,2.5203982556777775e-07
6,3.0,12,32,4.0,1.850724220275879e-05,621,33554432,1.5346847558051935e-05,2.1667636847465643e-05
6,3.0,12,32,4.5,3.777444362640381e-06,507,134217728,3.079075901243307e-06,4.4758128240374544e-06
6,3.0,12,32,5.0,4.569689432779948e-07,92,201326592,2.7175038739026636e-07,6.421874991657233e-07
6,3.0,12,32,5.5,5.960464477539063e-08,12,201326592,0.0,1.2844416821138267e-07
6,3.0,12,48,4.0,1.862645149230957e-05,625,33554432,1.5137706911700883e-05,2.2115196072918258e-05
6,3.0,12,48,4.5,3.17692756652832e-06,533,167772160,2.5504918379467854e-06,3.803363295109855e-06
6,3.0,12,48,5.0,8.443991343180338e-07,170,201326592,5.108476387678035e-07,1.1779506298682642e-06
6,3.0,12,48,5.5,6.953875223795573e-08,14,201326592,0.0,1.397414081379543e-07
6,3.0,12,64,4.0,1.6629695892333984e-05,558,33554432,1.3281989954810633e-05,1.9977401829857334e-05
6,3.0,12,64,4.5,3.129243850708008e-06,420,134217728,2.5064807001383674e-06,3.752007001277648e-06
6,3.0,12,64,5.0,5.364418029785156e-07,108,201326592,3.140255065551378e-07,7.588580994018934e-07
6,3.0,12,64,5.5,6.953875223795573e-08,14,201326592,0.0,1.4368109387905473e-07
